index,aid,code,source,target,eventtext,sentence,sentence_id
1238,24044048,010,Abdul-Razaq Sarmab ... a 17-year old.,Reuters [MED].,told.,"Abdul-Razaq Sarmab , a 17-year old who was hit by shrapnel as he waited in line to register to join the police force , told Reuters from his hospital bed , `` All I can remember is a huge explosion from behind which lifted me off my feet . ''.",14
1239,24044048,190,more violence.,Baghdad [IRQOCC].,<IRQOCC> ... struck by <*2*>.,Baghdad was also struck by more violence on Wednesday ..,18
1240,24044048,1831,a ... suicide car bomb.,Iraqi soldiers [IRQOCCMIL].,<IRQOCCMIL> <{SUICIDE> <&WEAPON}> ... killed.,"Nine Iraqi soldiers were killed by a suicide car bomb that hit an Iraqi convoy in the hostile Dawra district of southern Baghdad , according to an official at the Interior Ministry ..",19
1241,24044048,110,Kurdish officials.,That account.,<*1*> ... disputed by <*2*>.,"That account , however , was disputed by Kurdish officials ..",22
1242,24044048,190,The blast.,people <PEOPLE> [*2*PPL].,killed.,"The blast killed 22 people , including 14 American troops and four American contractors ..",25
1243,24044048,171,Ansar al Sunna.,responsibility.,took.,Ansar al Sunna also took responsibility for that attack ..,26
1244,24044048,111,Ansar al Sunna.,Mr. Barzani.,<and> ... criticized.,"In the statement on the Erbil blast , Ansar al Sunna criticized Mr. Barzani for lending Kurdish troops to support American forces and warned that more attacks were coming ..",27
1245,24044048,112,Interior Ministry <MR.> <SADEQ> ... the <KURDISH> <INTERIOR> <MINISTRY> <OFFICIAL> [*1*GOV].,much the same fashion.,"said <*2*> <['CARRIED',> <'OUT',> <'-> <*> ... attack                                            <[190]>         <#> <CARRIED_OUT',> <('IN',> <['*3*'])]>.","Mr. Sadeq , the Kurdish Interior Ministry official , said Wednesday 's attack in Erbil had been carried out in much the same fashion ..",32
1246,24044048,110,Tuesday evening.,cabinet <CABINET> [*1*GOV].,<*1*GOV> ... sworn in <*2*>.,"The new prime minister , Dr. Ibrahim al-Jaafari , and most of his cabinet were sworn in Tuesday evening ..",40
1247,24044048,010,SAN DIEGO [USA].,Wednesday.,announced.,"<umient> <uopts> <ety> 22 </ety> <enum> 0 </enum> </uopts> <text-table> <row> <cell> </cell> <cell> </cell> <cell> </cell> </row> <row> <cell> </cell> <cell> -------------------- </cell> <cell> </cell> </row> </text-table> </umient> Marine Cleared in Fatal Shooting SAN DIEGO , May 4 -LRB- AP -RRB- -- A Marine corporal who was videotaped shooting an apparently injured and unarmed Iraqi in a Falluja mosque last year will not face a court martial , the Marine Corps announced Wednesday ..",41
1248,24044048,010,A review.,the ... marine ... actions.,.,"A review of the evidence showed the marine 's actions were `` consistent with the established rules of engagement and the law of armed conflict , '' Major general Richard F. Natonski , the commanding general of the first Marine Division , said ..",42
1249,24044048,120,The ... two-page statement.,corporal ... the <CORPORAL> [*1*MIL].,<*1*MIL>.,The corporal was not identified in the two-page statement issued by Camp Pendleton ..,43
1250,24044048,015,corporal ... the <CORPORAL> [*1*MIL].,Nov..,said ... shot.,"In sworn statements , the corporal said he shot three insurgents in self defense in the mosque Nov. 13 ..",44
1251,24044048,1831,A ... suicide bombing.,A ... young boy.,<*1*> ... wounded in <{SUICIDE> <BOMBING}>.,A1 -RRB- ; A young boy was wounded in a suicide bombing in Erbil yesterday that killed 60 Kurds and wounded 150 ..,48
1252,23730462,08,Palestinian [PSE].,no.,allow.,"As run by the men who handle psychological warfare for Yasir Arafat , the Palestinian leader , they allow no horsing around in the dorm , no fun-in-the-sun by a cool clear lake , no rousing sing-alongs beside a roaring campfire ..",1
1253,23730462,040,reporter a <REPORTER> [*1*MED].,a ... tape recorder.,approached.,Suddenly a reporter approached with a tape recorder ..,15
1254,23730462,171,reporter <THE> <REPORTER> [*2*MED].,The target.,<*1*> ... grabbed by <*2*MED>.,"The target stopped , only to be grabbed by the reporter , now flourishing an imitation pistol ..",16
1255,23730462,030,youths <OTHER> <YOUTHS> [*1*CVL].,opinions.,offered.,"Other youths offered opinions that would be grist for the mill of Israeli politicians like Ariel Sharon , the hawkish former general who has accused Prime Minister Ehud Barak of endangering Israel with his acceptance of American proposals on Jerusalem ..",24
1256,23730462,124,.,homeland.,have.,"`` As long as Israel occupies any part of our land , in Tel Aviv or Jaffa or Haifa , '' he said , `` we have not liberated our homeland . ''.",31
1257,23730462,010,Lieutenant general Shaul Mofaz ... Israeli Army chief [ISRMIL].,the ... training.,has cited.,"Since Camp David , Lieutenant general Shaul Mofaz , the Israeli Army chief of staff , has cited the training in the summer camps as evidence of the risks of a new Palestinian upheaval ..",33
1258,23730462,010,Mr. Affouneh ... the Arafat aide.,weapons training.,.,"Mr. Affouneh , the Arafat aide who oversees the Nablus camps , said weapons training was only a small part of a wider program that included inculcating the benefits of discipline and physical fitness , and teaching the youths about the history of Palestine before and since 1948 , including the armed struggle led by Mr. Arafat ..",35
1259,23730462,1233,These.,.,denied ... right.,These allowed Mr. Arafat to establish an armed police force but denied him the right to acquire heavy weapons ..,38
1260,23730462,1233,These.,The ... right.,denied ... right.,These allowed Mr. Arafat to establish an armed police force but denied him the right to acquire heavy weapons ..,38
1261,23730462,010,Dr. Affouneh.,Israeli [ISR].,.,"Dr. Affouneh said Israeli alarm at the weapons training was hypocritical , since Israel was one of the world 's most heavily-armed countries ..",40
1262,23730462,010,Other officials.,Israeli [ISR].,.,Other officials noted that recent Israeli news reports had identified a hitherto-secret Israeli Army training camp where troops rehearse storming a mock Palestinian village being used as a base for attacks on Israelis ..,45
1263,23730462,010,the organization.,Palestinian [PSE].,.,"In recent years , the organization has shifted from weapons familiarity to sports , physical fitness and camping , but Dr. Affouneh said the Palestinian summer camps were essentially the same ..",48
1264,23730462,141,Palestinians [PSE].,ability.,demonstrate.,A1 -RRB- ; Young Palestinians demonstrate their ability to handle firearms by assembling Kalashnikov rifles ..,54
1265,23857690,183,Suicide bombers <SUICIDE> <BOMBERS> [*3*REB].,the headquarters.,"<['BLEW',> <'UP',> <'-> <&WEAPON> <*>                                           <[183]>         <#> <EXPLODE']>.","Suicide bombers driving two explosives-laden vehicles blew up the headquarters of Chechnya 's pro-Russian government , killing at least 46 people and wounding more than 75 in one of the deadliest bombings in more than three years of war in Chechnya ..",0
1266,22930509,183,LEAD.,trucks ... buses.,.,"LEAD  Stepping up their violent effort to stop national elections here on Sunday , Marxist guerrillas have killed one mayor and kidnapped two others in recent days , burned a mayor 's office , exploded several bombs and burned cars , trucks and buses to paralyze road traffic ..",0
1267,22930509,180,This afternoon.,a ... bank.,damaged.,"This afternoon , a bomb , probably planted by the guerrillas , damaged a bank in the center of the capital ..",2
1268,22930509,180,the explosion.,No one.,<*1*> ... hurt by <*2*>.,No one appeared to be hurt by the explosion ..,3
1269,22930509,190,.,The ... electoral process.,are ... attacking.,"`` They are directly attacking the electoral process , '' said a West European diplomat ..",4
1270,22930509,060,rebels ... an <ECHO> ... the <REBELS> [*2*REB].,several communiques.,have issued.,An Echo of the Past The rebels have issued several communiques saying they oppose the election and recently captured rebel documents contain precise plans by rebel commanders to step up attacks and violence by rebel supporters in the capital to weaken the government ..,16
1271,22930509,010,rebels ... the <REBELS> <ACTIONS> [*1*REB].,past decision.,echo.,The rebels ' actions echo their past decision to attack each of the previous three national elections held in El Salvador since 1982 ..,17
1272,22930509,050,Catholic ... the <ROMAN> <CATHOLIC> <CHURCH> [*1*CHR].,The ... election.,has ... backed.,The Roman Catholic Church has strongly backed the election and has criticized the rebels for their violence against civilians ..,20
1273,22930509,010,rebels ... the <REBELS> [*1*REB].,a ... national ban.,declared.,The rebels declared a national ban on all road traffic starting Friday to obstruct the voting ..,21
1274,22930509,190,rebel <REBEL> bombs [*2*REB].,The evening stillness.,<*1*> ... broken by <*2*REB>.,"The evening stillness was broken by rebel bombs , bursts of gunfire and the thud of army artillery in the countryside ..",26
1275,22930509,130,rebels ... the <REBELS> [*1*REB].,no warning.,had issued ... warning.,"The rebels had issued no warning to civilians in the area , according to several witnesses ..",28
1276,23652688,030,.,kids.,will.,`` I will teach my kids at home . ''.,3
1277,23652688,114,Mr. Ehret.,Mr. Ehret.,.,"As he dropped his son off for afternoon kindergarten , Mr. Ehret complained that as a nurse in the trauma center of a Newark hospital , he works 50 weeks a year and on every holiday , while teachers work 5 days a week for 10 months and get all holidays off ..",6
1278,23652688,060,strike-provoked divisions.,today.,deepened.,"Across this central New Jersey suburb of 68,000 people , strike-provoked divisions among residents deepened today as months of hostility between the school board and the 800 striking teachers persisted ..",9
1279,23652688,020,officials.,judge ... a <STATE> <JUDGE> [*2*JUD].,will ask.,"At a court hearing scheduled for Tuesday , officials will ask a state judge to find the teachers in contempt for violating a back-to-work order ..",10
1280,23652688,111,.,some.,have denounced.,"And they have denounced some of the teachers , saying they have heckled parents who crossed picket lines and frightened their children , leaving some in tears ..",11
1281,23652688,114,Teachers <TEACHERS> [*2*EDU].,the ... board.,.,"Teachers on the picket lines have complained that the board is poisoning the atmosphere against them by depicting them as rude , anti-student and boisterous ..",12
1282,23652688,040,this morning.,the ... building.,left.,"After the first period at Middletown North High this morning , groups of 2 to 10 students occasionally left the building ..",21
1283,23652688,042,.,breakfast.,are going ... for.,"`` We are going out for breakfast , '' Diane said ..",24
1284,23652688,010,Melissa Bertinato ... a ... senior.,.,said.,"Melissa Bertinato , also a senior , said that during her first period `` we sat down and just talked about the summer . ''.",26
1285,23652688,010,Andrea Colson ... a freshman.,teacher ... the <SUBSTITUTE> <TEACHER> [*2*EDU].,.,"Andrea Colson , a freshman , said that in her first-period class , the substitute teacher had tried to interest students in naming the capitals of the 50 states , offering rewards of Jolly Ranchers and Blow Pops to the most successful ..",27
1286,23652688,100,union officials.,the major issue.,.,But union officials insisted that the major issue was the contract imposed in July ..,31
1287,23652688,120,.,more.,said ... objected.,They said they objected more to its imposition than to the terms it forced on them ..,32
1288,23652688,051,Schoolteachers [*1*EDU].,yesterday.,cheered.,"<umient> <uopts> <ety> 39 </ety> <enum> 0 </enum> </uopts> <abstext> Schoolteachers in Middletown Township , N.J. , cheered themselves at a union meeting yesterday ..",38
1289,22487915,175,Polish riot police [POLCOP].,water cannon.,<and> ... used <&WEAPON>.,The Polish riot police used water cannon in Warsaw today to disperse a few hundred people gathered around a floral cross and mounted heavy security in Gdansk on the day the suspended Solidarity union had designated for the start of a campaign to assert its continued presence ..,0
1290,22487915,175,Polish riot police [POLCOP].,today.,<and> ... used <&WEAPON>.,The Polish riot police used water cannon in Warsaw today to disperse a few hundred people gathered around a floral cross and mounted heavy security in Gdansk on the day the suspended Solidarity union had designated for the start of a campaign to assert its continued presence ..,0
1291,22487915,010,Polish Government ... press agency [POLGOVMED].,The ... general.,quoted.,"The Polish Government 's press agency quoted the general as having told the Soviet leader that `` positive changes '' were gradually occurring in Poland , but were being hampered by a `` counterrevolutionary underground whose activities are inspired and supported from the outside , mainly form the United States . ''.",5
1292,22487915,010,Polish press agency [POLMED].,General Jaruzelski.,.,The Polish press agency said General Jaruzelski had expressed gratitude for Soviet assistance and that the two leaders had denied any Soviet interference in Polish affairs and had condemned the economic sanctions imposed by the West in response to the imposition of Polish martial law on Dec. 13 ..,6
1293,22487915,010,Someone.,a ... few Solidarity emblems.,had spread.,"Someone had spread a few Solidarity emblems together with a sash reading , `` We demand an end to martial law and the restoration of Solidarity , '' signed by the union 's Warsaw local ..",9
1294,22487915,010,Reports.,police ... the <SECURITY> <POLICE> [*3*COP].,.,"Reports from the Baltic port of Gdansk said the security police were massed through the day outside the Lenin Shipyard , letting workers leave only in small groups ..",12
1295,22487915,010,Trybuna Ludu ... the party.,Trybuna Ludu ... the party.,<*1*> ... said.,"Trybuna Ludu , the party daily , said , `` It can be said with absolute certainty already today that the incidents were neither incidental nor spontaneous since they had been prepared beforehand . ''.",19
1296,22487915,010,witnesses.,police ... the <POLICE> [*2*COP].,.,"In Gdansk , witnesses said the police had driven 2,000 workers from the memorial at the Lenin Shipyard gates , and the crowd quickly swelled into a march by many thousands that was finally dispersed with tear gas , flares and water cannon outside party headquarters ..",23
1297,22487915,030,Reports.,similar accounts.,offered.,"Reports from Cracow and Wroclaw offered similar accounts , of relatively minor gatherings forcefully dispersed by the police ..",25
1298,22487915,110,Western analysts.,any ... large-scale protests.,would discourage.,Western analysts speculated that the authorities hoped their strong response to any demonstrations at the outset of the period of anticipated trouble would discourage any large-scale protests later in the month ..,28
1299,23965618,090,Speakers.,ID.,<and> ... checked.,"Speakers crackled warnings throughout the city 's subways , as officers searched bags and checked ID 's ..",6
1300,23965618,041,Vladimir [RUS].,The ... height.,called.,"The country 's human rights commissioner , Vladimir P. Lukin , called the attack on the school in North Ossetia -- where a dozen armed militants were threatening to kill scores of captive school children , parents and teachers -- the `` height of cynicism and brutality . ''.",9
1301,23965618,041,The ... height.,Vladimir [RUS].,called.,"The country 's human rights commissioner , Vladimir P. Lukin , called the attack on the school in North Ossetia -- where a dozen armed militants were threatening to kill scores of captive school children , parents and teachers -- the `` height of cynicism and brutality . ''.",9
1302,23965618,160,the ... site ... Tatyana Yakovlevna ... a vice principal.,the Rizhskaya subway station.,blocks from.,"At School No. 292 , just blocks from the Rizhskaya subway station , the site of Tuesday night 's suicide bombing , balloons waved , but Tatyana Yakovlevna , a vice principal , was frightened even before she heard about the hostage taking ..",12
1303,23965618,190,Shock ... anger.,a ... way.,seemed ... hit.,Shock and anger seemed to hit in a way it had not after previous attacks here ..,17
1304,23965618,112,Some Muscovites.,the Caucasus.,blamed.,"Some Muscovites blamed the Caucasus , which includes Chechnya ..",27
1305,23965618,190,.,lives.,are ... ruin.,"`` They are trying to ruin our lives and create a blood feud , '' Anna Sergeyeva said ..",28
1306,23965618,060,.,term.,'s ... serving.,He 's just serving out his term . ''.,32
1307,23965618,010,Law enforcement officials <LAW> <ENFORCEMENT> <OFFICIALS> [*2*COP].,a ... photograph.,circulated.,Law enforcement officials on Wednesday circulated a photograph of the young Chechen woman they suspect blew herself up outside the Rizhskaya station ..,34
1308,23965618,152,officials.,security.,"have <['STEPPED',> <'UP',> <'-> <*> <&SECURITY>                                         <[152]>         <#> <INCREASE']>.",", Seeking to reassure travelers , officials have stepped up security at airports and in subway and train stations ..",36
1309,23965618,100,airline workers <AIRLINE> <WORKERS> [*1*BUSLAB].,manual inspections.,have ... insist.,"At Domodedovo , airline workers have started to insist on manual inspections of laptop computers , phones , tape recorders , cameras and shoes ..",37
1310,23965618,08,the string.,Alsu Mukhamedshina.,<*1*> ... troubled by <*3*>.,"At Vnukovo International Airport near Moscow , Alsu Mukhamedshina , 23 , was deeply troubled by the string of bombings , but conceded that `` terrorism is now a fixture of life here . ''.",38
1311,23965618,08,Alsu Mukhamedshina.,terrorism.,.,"At Vnukovo International Airport near Moscow , Alsu Mukhamedshina , 23 , was deeply troubled by the string of bombings , but conceded that `` terrorism is now a fixture of life here . ''.",38
1312,23965618,110,Lyubov Pavlovskaya.,a ... longing.,expressed.,"Lyubov Pavlovskaya , 53 , expressed a longing for security , even if it meant a loss of freedoms ..",42
1313,23965618,040,.,Stalin.,.,"`` I did not live under Stalin , but I think that if Stalin were alive things would be different . ''.",44
1314,23965618,010,.,a ... pile.,said.,"she said , near a growing pile of flowers ..",47
1315,23887647,060,federal judge ... a <FEDERAL> <JUDGE> [*1*JUD].,today.,ruled.,"A federal judge ruled today that despite winning a case last year against Iran , the Americans held there for 444 days beginning in 1979 can not receive damages from Tehran because the agreement that freed them barred such lawsuits ..",0
1316,23887647,110,judge <THE> <JUDGE> ... Emmet G. Sullivan [*2*JUD].,today.,dismissed.,"They were seeking damages when the State Department asked to have the case dismissed ; the judge , Emmet G. Sullivan of Federal District Court , dismissed it today ..",2
1317,23887647,030,judge <THE> <JUDGE> ... Emmet G. Sullivan [*2*JUD].,damages.,were seeking.,"They were seeking damages when the State Department asked to have the case dismissed ; the judge , Emmet G. Sullivan of Federal District Court , dismissed it today ..",2
1318,23887647,051,Congress ... president <BOTH> <CONGRESS> ... the <PRESIDENT> [*1*LEGGOV].,support.,have expressed ... support.,"`` Both Congress and the president have expressed their support for these plaintiffs ' quest for justice , '' the judge wrote , `` while failing to act definitively to enable these former hostages to fulfill that quest . ''.",5
1319,23887647,051,The ... institutions.,support.,express support.,"The two institutions , he wrote , `` should not on the one hand express support for plaintiffs and with the other leave it to this court to play the role of the messenger of bad news . ''.",6
1320,23887647,08,Congress <CONGRESS> [*1*LEG].,the ... Anti terrorism Act.,passed.,"In 1996 , despite the principle , Congress passed the Anti terrorism Act , which removed the immunity of foreign governments in cases of state-sponsored terrorism ..",11
1321,23887647,173,the former hostages ... survivors.,Iran [IRN].,sued.,"In December 2000 , the former hostages , and in some cases their survivors , sued Iran under the 1996 law ..",14
1322,23887647,030,the ... State Department.,dismissal.,sought.,"Though the plaintiffs won their lawsuit by default in August 2001 , the State Department sought dismissal , arguing that it needed to preserve its ability to make binding agreements ..",15
1323,23887647,070,Congress <CONGRESS> [*1*LEG].,the ... hostages.,acted ... help.,Congress then acted to help the hostages ..,16
1324,23887647,040,.,an amendment.,inserted.,"It inserted an amendment to the 2002 appropriation act for the departments of Justice , Commerce and Treasury , but because of a typographical error , the hostage court case was not correctly identified ..",17
1325,23887647,010,State Department officials.,court <COURT> proceedings [*2*JUD].,said.,State Department officials said in court proceedings that a Congressional conference report was not the same as a law ..,20
1326,23887647,040,Senator <SENATOR> Tom Harkin ... Democrat [*3*LEG].,another bill.,<*1*> ... introduced in <*2*> ... by <*3*LEG>.,"Yet another bill to help the plaintiffs against Iran was introduced in December by Senator Tom Harkin , Democrat of Iowa , who said in a statement today that he was `` severely disappointed '' by the ruling ..",22
1327,23887647,040,December.,another bill.,<*1*> ... introduced in <*2*> ... by <*3*LEG>.,"Yet another bill to help the plaintiffs against Iran was introduced in December by Senator Tom Harkin , Democrat of Iowa , who said in a statement today that he was `` severely disappointed '' by the ruling ..",22
1328,23887647,110,the department.,.,has opposed.,"In general , the department has opposed what the former hostages and other victims of terrorism are seeking , which is compensation from the country involved , taken from that country 's assets frozen in this country ..",24
1329,23887647,020,Congress <CONGRESS> [*1*LEG].,November.,requested.,Congress requested in November that the State Department prepare a proposal by February on how else to compensate them ; it says it is still working on the proposal ..,25
1330,23887647,010,Told.,Told.,.,"Told of the verdict , one former hostage , Rodney V. Sickmann , who was a Marine guard at the embassy , said  `` It 's interesting how the U.S. government came to the rescue of Iran ..",26
1331,23972465,190,Israeli troops [ISRMIL].,gun battles.,fought.,"Israeli troops in armored vehicles charged into an industrial zone on the southern outskirts of Gaza City early Wednesday and fought gun battles that killed eight Palestinians , including militants and civilians , the two sides said ..",0
1332,23972465,010,Mr. Qurei.,Ramallah [PSE].,said.,"`` This crime shows bad intentions from the Israelis while the American envoy is here to take such aggression against the Palestinian people , '' Mr. Qurei said in the West Bank city of Ramallah ..",2
1333,23972465,0842,Israel [ISR].,Arab prisoners.,Is ... release <&HOSTAGE>.,"Israel is to release more than 400 Arab prisoners , while the Lebanese guerrilla group Hezbollah is to hand over a kidnapped Israeli businessman and the remains of three Israeli soldiers ..",4
1334,23972465,010,Mr. Tannenbaum.,Hebrew <HEBREW> [*3*JEW].,said.,"`` The treatment I received was good , I would add , even very good , '' Mr. Tannenbaum , who appeared to be in good health , said in Hebrew in a taped interview ..",6
1335,23972465,010,Mr. Tannenbaum.,a ... interview.,said.,"`` The treatment I received was good , I would add , even very good , '' Mr. Tannenbaum , who appeared to be in good health , said in Hebrew in a taped interview ..",6
1336,23972465,190,Palestinians [PSE].,mortars.,have fired.,"Palestinians have fired more than 100 mortars at Netzarim in the last two months , the Israeli Army said ..",10
1337,23972465,171,Palestinian gunmen [PSEUAF].,the streets.,<and> ... took.,"Palestinian gunmen , some masked , took to the streets , and sustained gun battles broke out ..",13
1338,23972465,190,Palestinians [PSE].,rocket-propelled grenades ... antitank missiles.,fired.,"The Palestinians also fired rocket-propelled grenades and antitank missiles , Israel 's military said , adding that no soldiers had been hurt ..",14
1339,23972465,011,.,today.,can.,`` I can not refer to specific numbers today ..,18
1340,23972465,010,Mr. Badawi.,a ... small mosque.,said.,"On his way back , Sami was hit by a bullet and died of his wounds , Mr. Badawi said at a small mosque where a funeral service was being held ..",26
1341,23972465,193,a ... bullet.,Sami.,<*1*> ... hit by ... bullet.,"On his way back , Sami was hit by a bullet and died of his wounds , Mr. Badawi said at a small mosque where a funeral service was being held ..",26
1342,23972465,070,.,the family.,was ... help.,"`` He was just trying to help the family , '' said Mr. Badawi , 43 , and a father of nine ..",27
1343,23972465,010,Israeli military officers [ISRMIL].,the sprawling city.,.,"But Israeli military officers have said the sprawling city is a difficult place to operate , and the army has been cautious about staging incursions ..",30
1344,23972465,020,Mr. Qurei.,the Americans.,said ... had called on.,Mr. Qurei said he had called on the Americans to help arrange a meeting with Prime Minister Ariel Sharon ..,33
1345,23972465,030,Palestinian security officers [PSECOP].,part.,took part.,"Palestinian security officers often took part in attacks on Israelis , the Israeli Army says ..",38
1346,23972465,010,Palestinian [PSE].,officers.,.,"Palestinian security chiefs said their officers in West Bank cities now had permission from Israel to wear uniforms and carry registered sidearms , after several months of negotiations that were sealed in a meeting on Tuesday between top security officers from both sides ..",39
1347,23972465,010,A report.,killing ... theft ... attacks ... the absence.,cited.,"A report approved by the lawmakers cited `` killing , theft , attacks and the absence of law . ''.",44
1348,23972465,190,the raid.,Palestinians ... militants ... civilians [PSEUAFCVL].,died in ... raid.,"Eight Palestinians , including militants and civilians , died in the raid ..",49
1349,22952738,181,LEAD.,late today.,took <&HOSTAGE>.,"LEAD  A dismissed worker at a Coca-Cola plant shot two of his former supervisors , killing one and seriously injuring the other , then took a coworker hostage at the plant late today , the police said ..",0
1350,22952738,181,LEAD.,A ... coworker hostage.,took <&HOSTAGE>.,"LEAD  A dismissed worker at a Coca-Cola plant shot two of his former supervisors , killing one and seriously injuring the other , then took a coworker hostage at the plant late today , the police said ..",0
1351,22952738,0842,.,the hostage.,had freed <&HOSTAGE>.,"A short time earlier , he had freed the hostage , who was unharmed ..",3
1352,23850418,010,police chief ... the <DISTRICT> <POLICE> <CHIEF> [*1*COP].,an investigation.,.,"The district police chief said that an investigation was under way , but that there had been no arrests yet ..",6
1353,23850418,190,a ... grenade attack.,people <PEOPLE> [*2*PPL].,<*2*PPL> ... killed in <*3*> ... in <*5*>.,"Five people , including three foreigners , were killed in March in a grenade attack on a church in Islamabad ..",8
1354,23850418,190,March.,people <PEOPLE> [*2*PPL].,<*2*PPL> ... killed in <*3*> ... in <*5*>.,"Five people , including three foreigners , were killed in March in a grenade attack on a church in Islamabad ..",8
1355,23850418,183,Last month.,Pakistanis.,<&WEAPON> ... killed.,"Last month , a car bomb killed 12 Pakistanis outside the American Consulate in Karachi ..",10
1356,23850418,030,A team.,Oruzgan.,will.,"A team of American military investigators , headed by Brig. Gen. Anthony F. Przybyslawski , will return to Oruzgan to conduct a more detailed investigation next week , said an American military spokesman , Col. Roger King ..",16
1357,23850418,030,Afghan [AFG].,the team.,will.,An Afghan general will accompany the team ..,17
1358,23850418,072,American Special Forces [USAMIL].,attack.,<&MILITARY> ... came.,"American Special Forces troops came under attack on Thursday night in their base in the capital of Oruzgan Province , not far from the village where the air strikes occurred , military officials reported ..",18
1359,23850418,190,Afghan soldiers [AFGMIL].,fire.,returned fire.,"Afghan soldiers guarding the compound , which also houses the offices of the governor of Oruzgan , returned fire ..",21
1360,23950281,010,Atlanta [USA].,this week.,<*1*> ... quoted by <USA>.,"Earlier this week , Johnson , who is known as Hootie , was quoted by The Atlanta Journal-Constitution as saying , `` There never will be a female member , six months after the Masters , a year , 10 years , or ever . ''.",1
1361,23950281,110,.,previous position.,seemed ... contradict.,He seemed to contradict his previous position -- that Augusta may one day invite a woman to join but that the club has no timetable ..,2
1362,23950281,010,the chairman.,all.,has said.,"`` What the chairman has said all along is that he would never respond to outside pressure , '' Greenspan said ..",4
1363,23950281,030,Greenspan.,outside pressure.,would.,"`` What the chairman has said all along is that he would never respond to outside pressure , '' Greenspan said ..",4
1364,23950281,030,the club.,firm.,will.,"`` In that kind of climate , the club will stand firm ..",5
1365,23950281,010,Martha Burk.,yesterday.,said.,"Martha Burk , who has been leading protests asking Johnson to reconsider the club 's men-only membership , said yesterday , `` I think now he has increased the pressure on the corporate C.E.O. members of the club by this unbending attitude ..",8
1366,22479173,020,The forecast.,gradual clearing ... a ... afternoon.,calls for.,"The forecast for today calls for gradual clearing in the morning and a partly sunny , breezy afternoon with a high near 60 degrees ..",5
1367,22479173,010,Coast Guard ... the <COAST> <GUARD> [*1*MIL].,The.,.,The Coast Guard said it had given up the search because the missing could not have survived in the cold water ..,11
1368,22479173,08,Coast Guard ... the <COAST> <GUARD> [*1*MIL].,The ... search.,"said ... had <['GIVEN',> <'UP']>.",The Coast Guard said it had given up the search because the missing could not have survived in the cold water ..,11
1369,22479173,040,job seekers.,the weather.,braved.,"In Manhattan , nearly 60 job seekers braved the weather after having spent the weekend on a sidewalk outside the District Council of Carpenters 's Labor Technical College on East 26th Street ..",12
1370,22479173,030,.,applications.,.,"Huddled under extra overcoats , they wanted to be sure of places in line this morning when 2,000 applications for more than 200 apprenticeships are handed out on a first-come , first-served basis ..",13
1371,22479173,010,Leaders.,.,told.,Leaders of the demonstration thanked the judge but told him they planned to spend the night at a nearby church ..,21
1372,24037789,193,The attackers.,fire.,made <OPENED> <FIRE>.,"The attackers drove up and opened fire on the group , made up of three sisters and two friends ..",7
1373,24037789,190,recent months.,civilians <MANY> <CIVILIANS> [*3*CVL].,<*3*CVL> ... killed in <*4*>.,"Many civilians working for Americans or for the Iraqi interim government have been killed in recent months , including a large number of women ..",8
1374,24037789,190,The ... attack.,The general ... sons.,<*1*> ... wounded in ... attack.,"The general 's two sons were wounded in the attack , the officials said ..",11
1375,24037789,190,Violence.,Falluja [IRQOCC].,broke.,"Violence also broke out in Falluja , the former insurgent stronghold west of Baghdad where American marines led a huge invasion in November ..",17
1376,24037789,1723,forces.,An ... early curfew.,imposed ... curfew.,"An Iraqi peace officer was killed when his vehicle came under fire , witnesses said , and afterward American and Iraqi forces imposed an early curfew , forcing residents to return to their homes ..",18
1377,24037789,010,Iraqi police commandos [IRQOCCCOPMIL].,some new details.,provided <&INFORMATION>.,"Northwest of Baghdad , Iraqi police commandos provided some new details about a raid on Tuesday on a lakeside insurgent training camp in which dozens of insurgents were reported killed ..",20
1378,24037789,010,Maj. ... Hussein ... police commando <MAJ.> <SARMUT> <HUSSEIN> ... a <POLICE> <COMMANDO> [*3*MILCOP].,headquarters.,said.,"Although Iraqi commandos led the raid , most of the insurgents were killed by the American helicopter gunships they called in , Maj. Sarmut Hussein , a police commando , said in an interview at his headquarters in Samarra ..",21
1379,24037789,190,American helicopter gunships [USAMIL].,most.,<*2*> ... killed by <USAMIL>.,"Although Iraqi commandos led the raid , most of the insurgents were killed by the American helicopter gunships they called in , Maj. Sarmut Hussein , a police commando , said in an interview at his headquarters in Samarra ..",21
1380,24037789,010,Maj. ... Hussein ... police commando <MAJ.> <SARMUT> <HUSSEIN> ... a <POLICE> <COMMANDO> [*3*MILCOP].,an ... interview.,said.,"Although Iraqi commandos led the raid , most of the insurgents were killed by the American helicopter gunships they called in , Maj. Sarmut Hussein , a police commando , said in an interview at his headquarters in Samarra ..",21
1381,24037789,041,helicopters.,.,called.,So we called in helicopters . ''.,24
1382,24037789,041,.,helicopters.,called.,So we called in helicopters . ''.,24
1383,24037789,112,Iraqi [IRQOCC].,the raid.,have said <*1*REB> ... killed in <*2*>.,"Iraqi officials have said at least 80 insurgents were killed in the raid , but American military officials have declined to give a number ..",26
1384,24037789,120,Major Goldenberg.,Interior Ministry ... fighters [---GOVUAF].,deferred.,"On Friday , Major Goldenberg deferred to the Interior Ministry on the question of how many fighters were killed ..",27
