v1,id_string,story_date,year,month,day,source,source_root,source_agent,source_others,target,target_root,target_agent,target_others,code,root_code,quad_class,goldstein,joined_issues,lat,lon,placename,statename,countryname,documentcountryname,ids,urls,sources,text,web_url,aid
338,3586792_v0.0.0,19880208,1988,02,08,---PPL,,,PPL,---JUD,,JUD,,190,19,4,-10.0,,35.50069,-80.00032,North Carolina,North Carolina,USA,,5e42d9d9367baed03434557b_19,---,NYT,"And few justice systems are dominated by one man the way Robeson County 's is by District Attorney Joe Freeman Britt , a tall , flamboyant prosecutor who has been listed in the Guinness Book of World Records as the `` deadliest prosecutor . ''",---,22900810
339,3586793_v0.0.0,20040129,2004,01,29,ISR,ISR,,,ISR,ISR,,,010,01,0,0.0,,31.48333,34.45,NezÌ§arim,Gaza Strip,PSE,,5e42d9d9367baed0343455e1_9,---,NYT,"Israel said it had sent its forces into the industrial zone because Palestinian factions had been firing mortars and shooting from the area at the isolated Jewish settlement of Netzarim , a little over a mile away .",---,23972465
340,3586794_v0.0.0,20051026,2005,10,26,---CVL,,CVL,,---CVL,,CVL,,040,04,1,1.0,,,,,,,,5e42d9d9367baed0343455fb_65,---,NYT,"Many parents said they found second and third deployments more gut-wrenching than first ones , partly because they had learned from their children about the gruesome realities of war , and partly because death seemed to loom larger with each tour .",---,24068728
341,3586795_v0.0.0,20040516,2004,05,16,MAR,MAR,,,MAR,MAR,,,030,03,1,4.0,"TERROR,3",32.0,-6.0,Kingdom of Morocco,,MAR,,5e42d9d9367baed0343455e9_40,---,NYT,"An international arrest warrant from Morocco showing a blurry photo of a bearded Mr. Gerbouzi states that he is wanted for `` criminal association with relation to a terrorist enterprise , preparation of the commission of terrorist acts , collection of funds to finance terrorist acts , an attack on the internal security of the state and complicity in the falsification and use of passports . ''",---,24007052
342,3586796_v0.0.0,19991014,1999,10,14,---JUD,,JUD,,USA,USA,,,060,06,2,6.0,,40.78343,-73.96625,Manhattan,,USA,,5e42d9d9367baed0343455a6_7,---,NYT,"An advocate of cities , Mr. Childs , of Skidmore , Owings & Merrill , is leading the redesigns of Columbus Circle and Pennsylvania Station in Manhattan .",---,23675439
343,3586797_v0.0.0,20000610,2000,06,10,LBY,LBY,,,IRL,IRL,,,061,06,2,6.4,"AGRICULTURE,1;DISEASE,1",28.0,17.0,Libya,,LBY,,5e42d9d9367baed0343455b1_9,---,NYT,"Before an outbreak of mad-cow disease in 1996 , Libya imported 50,000 Irish cattle a year , more than any other country .",---,23736666
344,3586798_v0.0.0,20010720,2001,07,20,USA,USA,,,GBR,GBR,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
345,3586799_v0.0.0,20060118,2006,01,18,IRQOCC,IRQ,,OCC,---MED,,MED,,181,18,4,-9.0,,33.0,44.0,Republic of Iraq,,IRQ,,5e42d9d9367baed0343455ec_12,---,NYT,"More than 400 foreigners and at least 36 journalists have been kidnapped in Iraq since 2003 , along with thousands of Iraqis .",---,24022493
346,3586800_v0.0.0,20010720,2001,07,20,ITA,ITA,,,GBR,GBR,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
347,3586801_v0.0.0,20060118,2006,01,18,---GOV,,GOV,,---REB,,REB,,010,01,0,0.0,,,,,,,,5e42d9d9367baed0343455ec_33,---,NYT,"In an interview on Tuesday on Iraqi state television , the interior minister , Bayan Jabr , spoke about the kidnapping of his sister by insurgents early this month .",---,24022493
348,3586802_v0.0.0,20040130,2004,01,30,LBNCRM,LBN,CRM,,LBNMIL,LBN,MIL,,030,03,1,4.0,"NAMED_TERROR_GROUP,1",33.88894,35.49442,Beirut,Beyrouth,LBN,,5e42d9d9367baed0343455de_25,---,NYT,"In Beirut , 20 of the Lebanese prisoners stepped off the German military plane -- the Arabs and other three Lebanese wanted for questioning by Lebanon were kept inside -- and onto a red carpet lined with 150 Lebanese political and religious leaders , including President Emil Lahoud and Sheik Hassan Nasrallah , the general secretary of Hezbollah .",---,23968047
349,3586803_v0.0.0,20041115,2004,11,15,IRQOCCGOV,IRQ,,OCC;GOV,IRQOCCMIL,IRQ,,OCC;MIL,150,15,4,-7.2,"SECURITY_SERVICES,1",36.335,43.11889,Mosul,Muá¸©ÄfazÌ§at NÄ«nawÃ¡,IRQ,,5e42d9d9367baed0343455e4_37,---,NYT,"Duraid Kashmoula , the governor of Mosul 's province , Nineveh , remained in control of the provincial headquarters , protected by American soldiers and Iraqi national guardsmen .",---,23989893
350,3586804_v0.0.0,20051027,2005,10,27,PSEREBHMS,PSE,REB,HMS,ISRMED,ISR,MED,,010,01,0,0.0,"NAMED_TERROR_GROUP,1",,,,,,,5e42d9d9367baed0343455fc_28,---,NYT,"Certainly not the Palestinian Authority by itself , '' Dr. Mahmoud Zahar , a senior Hamas leader , said in an interview with the Israeli newspaper Haaretz .",---,24068845
351,3586805_v0.0.0,20051114,2005,11,14,---OPP,,OPP,,---CVL,,CVL,,015,01,0,0.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455fe_40,---,NYT,"Alemzurya Teshoe , 25 , the daughter of one opposition leader , said that the police raided her home to take away her father and then fatally shot her mother , who was screaming in protest .",---,24070997
352,3586806_v0.0.0,20041102,2004,11,02,---COP,,COP,,---COP,,COP,,010,01,0,0.0,"SECURITY_SERVICES,1",31.89964,35.20422,Ramallah,West Bank,PSE,,5e42d9d9367baed0343455dc_21,---,NYT,"Police officials say they believe that the bomber got his explosive belt in Ramallah , and crossed into Israel at a point where a barrier Israel is building had yet to be finished .",---,23964526
353,3586807_v0.0.0,20000610,2000,06,10,---GOV,,GOV,,---BUS,,BUS,,171,17,4,-9.2,"LABOR_STRIKE,1",,,,,,,5e42d9d9367baed0343455b1_15,---,NYT,"To prevent the attendants from paralyzing air traffic , government administrators have taken over the airline and ordered some 1,500 striking attendants to stay on the job or be replaced .",---,23736666
354,3586808_v0.0.0,19811104,1981,11,04,---GOV,,GOV,,---GOV,,GOV,,190,19,4,-10.0,,,,,,,,5e42d9d9367baed034345546_13,---,NYT,"Lieut. Governor Robb , a Democrat who is the son in law of the late Lyndon B. Johnson , defeated state Attorney General Marshall Coleman , a Republican who staked his campaign on strong backing for President Reagan .",---,22392908
355,3586809_v0.0.0,20051026,2005,10,26,---REB,,REB,,IRQOCCMIL,IRQ,,OCC;MIL,190,19,4,-10.0,"TERROR,1;SECURITY_SERVICES,1",33.0,44.0,Republic of Iraq,,IRQ,,5e42d9d9367baed0343455fb_207,---,NYT,"March/April Insurgents step up attacks on Iraqi security forces , exploding 135 car bombs in April .",---,24068728
356,3586810_v0.0.0,19990414,1999,04,14,---GOV,,GOV,,---REB,,REB,,112,11,3,-2.0,,,,,,,,5e42d9d9367baed0343455a1_8,---,NYT,"The Government has officially avoided blaming guerrillas , apparently fearful that the hijacking could become an obstacle to the talks , which have been in limbo since the rebels withdrew in January .",---,23657685
357,3586811_v0.0.0,19811213,1981,12,13,BGR,BGR,,,POL,POL,,,100,10,3,-5.0,,55.75222,37.61556,Moscow,,RUS,,5e42d9d9367baed034345545_52,---,NYT,"The Radom tapes unleashed a strong round of new attacks on Solidarity from Moscow , Prague and Sofia , increasing the pressure on Warsaw .",---,22386606
358,3586812_v0.0.0,19830512,1983,05,12,---EDU,,EDU,,FRA,FRA,,,010,01,0,0.0,"PUBLIC_TRANSIT,1;SECURITY_SERVICES,1;STUDENTS,2",48.85341,2.3488,Paris,Ãle-de-France,FRA,,5e42d9d9367baed03434554e_5,---,NYT,"600 Students Dispersed in Paris In Paris , the police dispersed 600 law students who erected barricades , set them afire and burned a bus in the Latin Quarter .",---,22561249
359,3586813_v0.0.0,19980905,1998,09,05,---EDU,,EDU,,---EDU,,EDU,,141,14,4,-6.5,"SCHOOLS,1;TEACHERS,1",,,,,,,5e42d9d9367baed0343455a0_7,---,NYT,"Then he pointed out that teachers had demonstrated only four hours each morning since the strike began before dawn on Thursday , the first day of school .",---,23652688
360,3586814_v0.0.0,20060118,2006,01,18,MED,,,,---CRM,,CRM,,020,02,0,3.0,,,,,,,,5e42d9d9367baed0343455ec_3,---,NYT,Al Jazeera said she had asked the kidnappers to have pity and release her .,---,24022493
361,3586815_v0.0.0,19871101,1987,11,01,CHN,CHN,,,CHN,CHN,,,012,01,0,-0.4,,31.66667,88.0,Tibet Autonomous Region,Tibet Autonomous Region,CHN,,5e42d9d9367baed034345577_14,---,NYT,China involved Tibet in 19550 and suppressed an independence rebellion in 1959 .,---,22835353
362,3586816_v0.0.0,19841031,1984,10,31,---MED,,MED,,POLREL,POL,,REL,190,19,4,-10.0,,52.22977,21.01178,Warsaw,WojewÃ³dztwo Mazowieckie,POL,,5e42d9d9367baed03434555b_2,---,NYT,"There were no reports of disturbances after the evening television newscast reported that the 37-year old Warsaw priest , the Rev. Jerzy Popieluszko , had been murdered and his body recovered from the Wloclawek Reservoir on the Vistula River , northwest of Warsaw .",---,22633569
363,3586817_v0.0.0,20040202,2004,02,02,---REB,,REB,,---PPL,,,PPL,1831,18,4,-10.0,"SUICIDE_ATTACK,1",33.0,44.0,Republic of Iraq,,IRQ,,5e42d9d9367baed0343455e2_0,---,NYT,"Two suicide bombers killed at least 56 people and wounded at least 200 here on Sunday during Muslim holiday celebrations inside the separate headquarters of Iraq 's two leading Kurdish political parties , officials said .",---,23976893
364,3586818_v0.0.0,20020403,2002,04,03,ISR,ISR,,,PSEMIL,PSE,MIL,,130,13,3,-4.4,,31.89964,35.20422,Ramallah,,PSE,,5e42d9d9367baed0343455d1_57,---,NYT,"Increasingly frustrated with the attention Mr. Arafat is receiving , Israel revoked the credentials of two Abu Dhabi television journalists and threatened legal action against CNN and NBC for ignoring military orders and broadcasting from Ramallah , where he is besieged .",---,23889779
365,3586819_v0.0.0,20050414,2005,04,14,---CVL,,CVL,,---PPL,,,PPL,020,02,0,3.0,,,,,,,,5e42d9d9367baed0343455f4_31,---,NYT,A woman who answered the phone at a house next door to Mr. Ake 's said the F.B.I. had asked the family and people close to him not to speak to reporters .,---,24040666
366,3586820_v0.0.0,20040129,2004,01,29,PSELEG,PSE,,LEG,---GOV,,GOV,,111,11,3,-2.0,,,,,,,,5e42d9d9367baed0343455e1_43,---,NYT,"On Sunday the Palestinian parliament rebuked Mr. Qurei 's government , accusing it of failing to stem `` deterioration in the security situation . ''",---,23972465
367,3586821_v0.0.0,20041102,2004,11,02,PSE,PSE,,,FRA,FRA,,,040,04,1,1.0,"SUICIDE_ATTACK,1",46.0,2.0,Republic of France,,FRA,,5e42d9d9367baed0343455dc_0,---,NYT,"A 16-year old Palestinian blew himself up on Monday in an outdoor market here , killing 3 Israelis and wounding 32 others , three days after Yasir Arafat , the Palestinian leader , left the region for medical attention in France .",---,23964526
368,3586822_v0.0.0,20020714,2002,07,14,---REB,,REB,,FRACVL,FRA,CVL,,1831,18,4,-10.0,"SUICIDE_ATTACK,1",24.9056,67.0822,Karachi,Sindh,PAK,,5e42d9d9367baed0343455c0_9,---,NYT,"In May , a suicide bomber killed 11 French engineers and two Pakistanis near a hotel in Karachi .",---,23850418
369,3586823_v0.0.0,20050712,2005,07,12,---MUS,,,MUS,IRQOCCMIL,IRQ,,OCC;MIL,112,11,3,-2.0,"ID_TORTURE,1;SECURITY_SERVICES,1",33.34058,44.40088,Baghdad,Muá¸©ÄfazÌ§at BaghdÄd,IRQ,,5e42d9d9367baed0343455f9_12,---,NYT,"On Monday , an influential Sunni clerical organization accused Iraqi security forces of detaining , torturing and killing 10 Sunnis in Baghdad .",---,24053883
370,3586824_v0.0.0,20010720,2001,07,20,JPN,JPN,,,DEU,DEU,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
371,3586825_v0.0.0,20050301,2005,03,01,IRQOCC,IRQ,,OCC,JORELI,JOR,,ELI,010,01,0,0.0,,35.0,38.0,Syrian Arab Republic,,SYR,,5e42d9d9367baed0343455ef_18,---,NYT,"Iraqi officials declined to provide any further details about Mr. Hassan 's capture or about reports that Syria had handed over 29 additional suspected insurgents , citing a need for secrecy about current operations .",---,24033916
372,3586826_v0.0.0,19980905,1998,09,05,---EDU,,EDU,,---EDU,,EDU,,051,05,1,3.4,,,,,,,,5e42d9d9367baed0343455a0_38,---,NYT,"<umient> <uopts> <ety> 39 </ety> <enum> 0 </enum> </uopts> <abstext> Schoolteachers in Middletown Township , N.J. , cheered themselves at a union meeting yesterday .",---,23652688
373,3586827_v0.0.0,20040408,2004,04,08,---GOV,,GOV,,---MIL,,MIL,,010,01,0,0.0,"SECURITY_SERVICES,1",32.02594,44.34625,An Najaf,,IRQ,,5e42d9d9367baed0343455eb_12,---,NYT,"An official in the occupation authority said Wednesday that allied and Iraqi security forces had lost control of the key southern cities of Najaf and Kufa to the Shiite militia , conceding that months of effort to win over the population with civil projects and promises of jobs have failed with segments of the population .",---,24011196
374,3586828_v0.0.0,20011230,2001,12,30,---GOV,,GOV,,IMGMUSALQSPY,IMG,,MUS;ALQ;SPY,150,15,4,-7.2,"NAMED_TERROR_GROUP,1",,,,,,,5e42d9d9367baed0343455bc_14,---,NYT,"And though the White House undertook a covert campaign to kill Mr. bin Laden , the government never mustered the critical mass of political will and on-the-ground intelligence for the kind of offensive against Al Qaeda it unleashed this fall .",---,23810040
375,3586829_v0.0.0,20040408,2004,04,08,USAMIL,USA,MIL,,IRQOCCCIV,IRQ,,OCC;CIV,190,19,4,-10.0,,33.34913,43.78599,Al FallÅ«jah,Muá¸©ÄfazÌ§at al AnbÄr,IRQ,,5e42d9d9367baed0343455eb_9,---,NYT,American troops fired on a crowd protesting the attacks in Falluja .,---,24011196
376,3586830_v0.0.0,19880208,1988,02,08,---PPL,,,PPL,---PPL,,,PPL,040,04,1,1.0,,,,,,,,5e42d9d9367baed03434557b_26,---,NYT,`` Most people think he 's a super man . '',---,22900810
377,3586831_v0.0.0,19880311,1988,03,11,---GOVEDU,,GOV,EDU,---EDU,,EDU,,083,08,2,5.0,"POSTSECONDARY_EDUCATION,1;TEACHERS,1;STUDENTS,1",,,,,,,5e42d9d9367baed03434557c_1,---,NYT,"Elisabeth Ann Zinser , the newly appointed president of Gallaudet University , the nation 's only institution of higher learning for the deaf , resigned early today in the face of mass protests by students and faculty members who had demanded a leader who is hearing-impaired .",---,22909642
378,3586832_v0.0.0,19960926,1996,09,26,PSECOP,PSE,COP,,ISR,ISR,,,190,19,4,-10.0,"VIOLENT_UNREST,1;SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed034345593_33,---,NYT,"According to one witness , a Palestinian policeman , infuriated at the sight of people falling to rubber bullets around him , fired his automatic weapon at the Israelis .",---,23498517
379,3586833_v0.0.0,20010720,2001,07,20,JPN,JPN,,,CAN,CAN,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
380,3586834_v0.0.0,20020403,2002,04,03,---MIL,,MIL,,ISRMIL,ISR,MIL,,050,05,1,3.5,,-28.23078,28.30707,Bethlehem,Free State,ZAF,,5e42d9d9367baed0343455d1_73,---,NYT,An armored personnel carrier backed up Israeli soldiers as they conducted searches yesterday in Bethlehem .,---,23889779
381,3586835_v0.0.0,20020811,2002,08,11,USA,USA,,,---OPP,,OPP,,170,17,4,-7.0,"HUMAN_RIGHTS,1",39.76,-98.5,United States,,USA,,5e42d9d9367baed0343455ca_4,---,NYT,"What is new is that the detentions are shrouded in secrecy : for the first time , the United States -- like countries whose human rights policies it has long criticized -- is withholding the names of detainees .",---,23878733
382,3586836_v0.0.0,19930509,1993,05,09,---COP,,COP,,---CVL,,CVL,,190,19,4,-10.0,"COMMON_ROBBERY,1;SECURITY_SERVICES,1",40.78343,-73.96625,Manhattan,,USA,,5e42d9d9367baed03434558f_10,---,NYT,"On Manhattan 's West Side , a woman taken hostage by a bank robber was killed in a volley of police fire .",---,23254795
383,3586837_v0.0.0,20050611,2005,06,11,USAJUD,USA,JUD,,---JUD,,JUD,,020,02,0,3.0,,34.05223,-118.24368,Los Angeles,California,USA,,5e42d9d9367baed0343455f6_0,---,NYT,Prosecutors in Los Angeles asked a judge to revoke parole for a man who had served 19 years in prison for the 1963 `` Onion Field '' case .,---,24049512
384,3586838_v0.0.0,20021201,2002,12,01,ISRELI,ISR,,ELI,ISR,ISR,,,160,16,3,-4.0,,33.83333,35.83333,Lebanon,,LBN,,5e42d9d9367baed0343455c6_24,---,NYT,"Mr. Sharon believes that his predecessor , Ehud Barak , undermined Israel 's deterrent threat by unilaterally withdrawing from Lebanon in 2000 .",---,23861036
385,3586839_v0.0.0,19990805,1999,08,05,---JUD,,JUD,,---UAFMUSCVL,,,UAF;MUS;CVL,173,17,4,-5.0,"TOURISM,1",,,,,,,5e42d9d9367baed0343455a8_8,---,NYT,The explosion came hours after a court confirmed the death sentence for a Muslim militant leader for kidnapping 16 Western tourists and killing 4 in December .,---,23684648
386,3586840_v0.0.0,20040211,2004,02,11,USA,USA,,,JORUAF,JOR,,UAF,064,06,2,7.0,"SUICIDE_ATTACK,1;TERROR,1;NAMED_TERROR_GROUP,1",33.0,44.0,Republic of Iraq,,IRQ,,5e42d9d9367baed0343455e0_15,---,NYT,"The attack came days after American officials released details of an intercepted document supposedly written by a suspected Jordanian terrorist , Abu Musab al-Zarqawi , in which Mr. Zarqawi boasts of directing about 25 suicide bombings in Iraq and requests help from Al Qaeda in igniting a sectarian war .",---,23971884
387,3586841_v0.0.0,20010720,2001,07,20,DEU,DEU,,,ITA,ITA,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
388,3586842_v0.0.0,19811213,1981,12,13,---GOV,,GOV,,---MIL,,MIL,,010,01,0,0.0,,,,,,,,5e42d9d9367baed034345545_8,---,NYT,The Government declared a state of emergency and set up a Military Council of National Salvation .,---,22386606
389,3586843_v0.0.0,19980329,1998,03,29,---CVL,,CVL,,---CVL,,CVL,,010,01,0,0.0,,,,,,,,5e42d9d9367baed03434559e_26,---,NYT,"Her mother , sister , and niece said he told them not to drop by without an appointment .",---,23625777
390,3586844_v0.0.0,20000909,2000,09,09,---BUS,,BUS,,MNCUSALAB,MNC,,USA;LAB,051,05,1,3.4,,,,,,,,5e42d9d9367baed0343455b6_43,---,NYT,"<umient> <uopts> <ety> 39 </ety> <enum> 0 </enum> </uopts> <abstext> Delta Air Lines pilots , who are working under the terms of their 1996 contract , may be encouraged by a string of successful union actions at other companies .",---,23764528
391,3586845_v0.0.0,20020203,2002,02,03,---COP,,COP,,---JUD,,JUD,,040,04,1,1.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455d3_36,---,NYT,"At noon , Police Chief Allan H. Hoehl and other officials huddled with several lawyers for the rally ; they looked like two sets of coaches wishing each other well before a game .",---,23897044
392,3586846_v0.0.0,19870829,1987,08,29,---COP,,COP,,---OPP,,OPP,,060,06,2,6.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed034345578_16,---,NYT,The police led away more than 100 protesters .,---,22838434
393,3586847_v0.0.0,20050414,2005,04,14,---COP,,COP,,IRQOCC,IRQ,,OCC,190,19,4,-10.0,,35.46806,44.39222,Kirkuk,Muá¸©ÄfazÌ§at KirkÅ«k,IRQ,,5e42d9d9367baed0343455f4_48,---,NYT,-LRB- Photo by Thaier al-Sudani/Reuters -RRB- ; Iraqis at the funeral of police officers killed yesterday near Kirkuk when a bomb they were trying to defuse detonated on an oil pipeline .,---,24040666
394,3586848_v0.0.0,20030923,2003,09,23,---PPL,,,PPL,---COP,,COP,,190,19,4,-10.0,"SECURITY_SERVICES,1",30.53302,47.79747,Al BaÅrah,Muá¸©ÄfazÌ§at al BaÅrah,IRQ,,5e42d9d9367baed0343455d7_9,---,NYT,"On Sunday night in the southern city of Basra , six policemen were reported injured when their station was attacked by men shooting AK-47 rifles .",---,23933588
395,3586849_v0.0.0,19880502,1988,05,02,---COP,,COP,,---OPP,,OPP,,010,01,0,0.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed03434557f_32,---,NYT,"With all their numbers , the police could have dispersed the protesters , but they apparently had orders simply to contain them , allowing only small groups of two or three to depart .",---,22925384
396,3586850_v0.0.0,20051206,2005,12,06,---COP,,COP,,---PPL,,,PPL,173,17,4,-5.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed034345600_10,---,NYT,The police said they arrested 26 people on Monday afternoon based on information provided by Mr. Ujjal .,---,24074284
397,3586851_v0.0.0,20051027,2005,10,27,EGYGOV,EGY,GOV,,ISRGOVMIL,ISR,GOV,MIL,037,03,1,5.0,,31.5,34.46667,Gaza,,PSE,,5e42d9d9367baed0343455fc_32,---,NYT,"In neighboring Egypt , President Hosni Mubarak and Israel 's defense minister , Shaul Mofaz , reached an agreement in principle that would allow the reopening of the Rafah border crossing between southern Gaza and Egypt .",---,24068845
398,3586852_v0.0.0,19871101,1987,11,01,CHN,CHN,,,---REB,,REB,,170,17,4,-7.0,,31.66667,88.0,Tibet Autonomous Region,Tibet Autonomous Region,CHN,,5e42d9d9367baed034345577_14,---,NYT,China involved Tibet in 19550 and suppressed an independence rebellion in 1959 .,---,22835353
399,3586853_v0.0.0,19830502,1983,05,02,---GOV,,GOV,,---CVL,,CVL,,060,06,2,6.0,,,,,,,,5e42d9d9367baed034345552_52,---,NYT,`` Their heroic resistance to their Government 's attempts to suppress Solidarity serves as an inspiring display of the indomitable desire for freedom in the hearts of men and women everywhere . '',---,22563042
400,3586854_v0.0.0,19970910,1997,09,10,PSEREBHMSCOP,PSE,REB,HMS;COP,PSECOP,PSE,COP,,173,17,4,-5.0,"NAMED_TERROR_GROUP,1;SECURITY_SERVICES,1",31.5,34.46667,Gaza,Gaza Strip,PSE,,5e42d9d9367baed034345598_3,---,NYT,Hamas members and a Palestinian security officer in Gaza said that the police had rounded up as many as 200 members of the movement for questioning overnight Monday and that 50 to 100 of them had been jailed .,---,23547196
401,3586855_v0.0.0,20030707,2003,07,07,PSEMUS,PSE,,MUS,PSEREBHMSMUS,PSE,REB,HMS;MUS,0356,03,1,7.0,"NAMED_TERROR_GROUP,2",,,,,,,5e42d9d9367baed0343455d8_35,---,NYT,"Hamas , Islamic Jihad and the mainstream Fatah movement have agreed to a truce that was declared a week ago , and a smaller Palestinian group , the Popular Resistance Committees , signed on today .",---,23941399
402,3586856_v0.0.0,20051027,2005,10,27,ISRGOVMIL,ISR,GOV,MIL,EGYGOV,EGY,GOV,,037,03,1,5.0,,31.5,34.46667,Gaza,,PSE,,5e42d9d9367baed0343455fc_32,---,NYT,"In neighboring Egypt , President Hosni Mubarak and Israel 's defense minister , Shaul Mofaz , reached an agreement in principle that would allow the reopening of the Rafah border crossing between southern Gaza and Egypt .",---,24068845
403,3586857_v0.0.0,20020403,2002,04,03,ISRMIL,ISR,MIL,,PSE,PSE,,,060,06,2,6.0,,31.89964,35.20422,Ramallah,,PSE,,5e42d9d9367baed0343455d1_25,---,NYT,"Israeli ground forces imposed curfews and conducted house-to-house searches in Tulkarm , Qalqilya and Ramallah .",---,23889779
404,3586858_v0.0.0,20040408,2004,04,08,USA,USA,,,---MIL,,MIL,,041,04,1,1.0,,,,,,,,5e42d9d9367baed0343455eb_59,---,NYT,"American forces called in air support during the fighting , including a a missile from a Super Cobra helicopter and a laser-guided bomb from an F-16 fighter jet .",---,24011196
405,3586859_v0.0.0,20050111,2005,01,11,---GOV,,GOV,,PSE,PSE,,,083,08,2,5.0,,,,,,,,5e42d9d9367baed0343455ed_21,---,NYT,"With the election over , Mr. Qurei and the cabinet must resign in accordance with Palestinian law .",---,24026263
406,3586860_v0.0.0,20050301,2005,03,01,---COP,,COP,,---PPL,,,PPL,173,17,4,-5.0,"SECURITY_SERVICES,1",32.46367,44.41963,Al á¸¨illah,Muá¸©ÄfazÌ§at BÄbil,IRQ,,5e42d9d9367baed0343455ef_12,---,NYT,"Police officials in Babil Province , where Hilla is situated , said several people had been arrested in connection with the bombing , but provided no further details , The Associated Press reported .",---,24033916
407,3586861_v0.0.0,20050712,2005,07,12,USAREB,USA,REB,,USAMIL,USA,MIL,,190,19,4,-10.0,,39.76,-98.5,United States,,USA,,5e42d9d9367baed0343455f9_20,---,NYT,"Two American marines were killed Sunday by `` indirect fire '' -- presumably mortar shells -- in the insurgent stronghold of Hit , the United States command said .",---,24053883
408,3586862_v0.0.0,20000803,2000,08,03,PSECVL,PSE,CVL,,ISR,ISR,,,080,08,2,5.0,,,,,,,,5e42d9d9367baed0343455af_6,---,NYT,"At 90 two - and three-week camps on the West Bank and in the Gaza Strip , youths from towns and villages already ceded to Israel by Mr. Arafat 's Palestinian Authority are learning the arts of kidnapping , ambushing and using assault weapons .",---,23730462
409,3586863_v0.0.0,20000610,2000,06,10,ETH,ETH,,,IGOAFROAU,IGO,,AFR;OAU,032,03,1,4.5,,9.0,39.5,Federal Democratic Republic of Ethiopia,,ETH,,5e42d9d9367baed0343455b1_0,---,NYT,"AFRICA ETHIOPIA , ERITREA : POSSIBLE PACTEritrea said it had accepted ceasefire proposals from the Organization of African Unity to end its two-year border war with Ethiopia , which is expected to respond today .",---,23736666
410,3586864_v0.0.0,19980905,1998,09,05,---CVL,,CVL,,---EDU,,EDU,,060,06,2,6.0,"LABOR_STRIKE,1;SCHOOLS,1;TEACHERS,1",40.16706,-74.49987,New Jersey,New Jersey,USA,,5e42d9d9367baed0343455a0_9,---,NYT,"Across this central New Jersey suburb of 68,000 people , strike-provoked divisions among residents deepened today as months of hostility between the school board and the 800 striking teachers persisted .",---,23652688
411,3586865_v0.0.0,19970910,1997,09,10,PSECOP,PSE,COP,,PSECOP,PSE,COP,,173,17,4,-5.0,"NAMED_TERROR_GROUP,1;SECURITY_SERVICES,1",31.5,34.46667,Gaza,Gaza Strip,PSE,,5e42d9d9367baed034345598_3,---,NYT,Hamas members and a Palestinian security officer in Gaza said that the police had rounded up as many as 200 members of the movement for questioning overnight Monday and that 50 to 100 of them had been jailed .,---,23547196
412,3586866_v0.0.0,19840618,1984,06,18,IND,IND,,,---OPP,,OPP,,173,17,4,-5.0,,28.63576,77.22445,New Delhi,National Capital Territory of Delhi,IND,,5e42d9d9367baed034345556_5,---,NYT,Officials in New Delhi said as many as 350 protesters were detained across the nation for violating bans on public assembly .,---,22601211
413,3586867_v0.0.0,20000803,2000,08,03,PSECVL,PSE,CVL,,PSEGOV,PSE,GOV,,080,08,2,5.0,,,,,,,,5e42d9d9367baed0343455af_6,---,NYT,"At 90 two - and three-week camps on the West Bank and in the Gaza Strip , youths from towns and villages already ceded to Israel by Mr. Arafat 's Palestinian Authority are learning the arts of kidnapping , ambushing and using assault weapons .",---,23730462
414,3586868_v0.0.0,20010720,2001,07,20,USA,USA,,,DEU,DEU,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
