""	"id_string"	"story_date"	"year"	"month"	"day"	"source"	"source_root"	"source_agent"	"source_others"	"target"	"target_root"	"target_agent"	"target_others"	"code"	"root_code"	"quad_class"	"goldstein"	"joined_issues"	"lat"	"lon"	"placeName"	"stateName"	"countryName"	"documentCountryName"	"ids"	"urls"	"sources"	"text"	"web_url"	"aid"
"305"	"3587741_v0.0.0"	"20020403"	"2002"	"04"	"03"	"ISRMED"	"ISR"	"MED"	""	"---MILMILGOV"	""	"MIL"	"MIL;GOV"	"171"	"17"	"4"	"-9.2"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c31c_37"	"---"	"NYT"	"Israeli television captured Gen. Shaul Mofaz , the army chief of staff , telling Mr. Sharon , `` We should kick him out , '' and Mr. Sharon replying , `` I know . ''"	"---"	"23889779"
"306"	"3587742_v0.0.0"	"20040211"	"2004"	"02"	"11"	"---MILCOP"	""	"MIL"	"COP"	"---MILCOP"	""	"MIL"	"COP"	"020"	"02"	"0"	"3.0"	"SECURITY_SERVICES,2"	""	""	""	""	""	""	"5e29e62836b9743750f3c32b_24"	"---"	"NYT"	"Col. Abdul Rahim Salih , the local police chief , asked as he stood in the inner courtyard of the wrecked police station , tears welling up in his eyes ."	"---"	"23971884"
"307"	"3587743_v0.0.0"	"20000610"	"2000"	"06"	"10"	"---GOV"	""	"GOV"	""	"---BUS"	""	"BUS"	""	"171"	"17"	"4"	"-9.2"	"LABOR_STRIKE,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c2fc_15"	"---"	"NYT"	"To prevent the attendants from paralyzing air traffic , government administrators have taken over the airline and ordered some 1,500 striking attendants to stay on the job or be replaced ."	"---"	"23736666"
"308"	"3587744_v0.0.0"	"20050712"	"2005"	"07"	"12"	"---MIL"	""	"MIL"	""	"---REB"	""	"REB"	""	"190"	"19"	"4"	"-10.0"	""	"36.37913"	"42.44806"	"Tall ‘Afar"	""	"IRQ"	""	"5e29e62836b9743750f3c344_1"	"---"	"NYT"	"Soldiers of the Third Armored Cavalry Regiment killed 4 insurgents in a gun battle on Sunday , and 10 more were killed Monday as fighting raged in Tal Afar , 260 miles north of Baghdad , the military reported ."	"---"	"24053883"
"309"	"3587745_v0.0.0"	"20010720"	"2001"	"07"	"20"	"CAN"	"CAN"	""	""	"DEU"	"DEU"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"310"	"3587746_v0.0.0"	"20010720"	"2001"	"07"	"20"	"JPN"	"JPN"	""	""	"USA"	"USA"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"311"	"3587747_v0.0.0"	"19801115"	"1980"	"11"	"15"	"---PPL"	""	""	"PPL"	"USA"	"USA"	""	""	"141"	"14"	"4"	"-6.5"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c28c_42"	"---"	"NYT"	"Those people burned an American flag . ''"	"---"	"22360162"
"312"	"3587748_v0.0.0"	"19960729"	"1996"	"07"	"29"	"MEX"	"MEX"	""	""	"ARG"	"ARG"	""	""	"192"	"19"	"4"	"-9.5"	"UNEMPLOYMENT,1"	"-34.0"	"-64.0"	"Argentine Republic"	""	"ARG"	""	"5e29e62836b9743750f3c2df_35"	"---"	"NYT"	"But last year 's Mexican currency crisis pushed Argentina into a deep recession that increased unemployment , lowered salaries , and reduced Government spending , leaving Argentines with little recourse ."	"---"	"23505752"
"313"	"3587749_v0.0.0"	"20041102"	"2004"	"11"	"02"	"PSEGOV"	"PSE"	"GOV"	""	"---GOV"	""	"GOV"	""	"046"	"04"	"1"	"7.0"	""	"31.89964"	"35.20422"	"Ramallah"	"West Bank"	"PSE"	""	"5e29e62836b9743750f3c327_27"	"---"	"NYT"	"In Ramallah on Monday , Palestinian ministers held their first cabinet meeting since Mr. Arafat left , and a meeting of the national security council ."	"---"	"23964526"
"314"	"3587750_v0.0.0"	"19990805"	"1999"	"08"	"05"	"ARG"	"ARG"	""	""	"ESP"	"ESP"	""	""	"060"	"06"	"2"	"6.0"	""	"-34.0"	"-64.0"	"Argentine Republic"	""	"ARG"	""	"5e29e62836b9743750f3c2f3_16"	"---"	"NYT"	"General Oviedo has been granted political assylum in Argentina , where a judge turned down an earlier request for his arrest ."	"---"	"23684648"
"315"	"3587751_v0.0.0"	"19841031"	"1984"	"10"	"31"	"---UAF"	""	""	"UAF"	"---REL"	""	""	"REL"	"181"	"18"	"4"	"-9.0"	""	"53.01375"	"18.59814"	"Toruń"	"Województwo Kujawsko-Pomorskie"	"POL"	""	"5e29e62836b9743750f3c2a6_12"	"---"	"NYT"	"The priest was reported to have been kidnapped Oct. 19 by armed men who used their car to block Father Popieluszko 's auto near Torun and then drove away with him ."	"---"	"22633569"
"316"	"3587752_v0.0.0"	"19840404"	"1984"	"04"	"04"	"---CVL"	""	"CVL"	""	"IND"	"IND"	""	""	"050"	"05"	"1"	"3.5"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c2a3_48"	"---"	"NYT"	"Most of the Sikh population eventually supported the Indian independence movement led by Mohandas K. Gandhi and the Congress Party ."	"---"	"22611147"
"317"	"3587753_v0.0.0"	"19970910"	"1997"	"09"	"10"	"ISR"	"ISR"	""	""	"ISR"	"ISR"	""	""	"173"	"17"	"4"	"-5.0"	""	"31.5"	"34.75"	"State of Israel"	""	"ISR"	""	"5e29e62836b9743750f3c2e3_22"	"---"	"NYT"	"Israel had submitted lists of militants to the Palestinian Authority and demanded that they be arrested ."	"---"	"23547196"
"318"	"3587754_v0.0.0"	"19831127"	"1983"	"11"	"27"	"---GOV"	""	"GOV"	""	"---PPL"	""	""	"PPL"	"020"	"02"	"0"	"3.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c297_2"	"---"	"NYT"	"Governor Kean has recommended a $ 3.3 million rental-assistance program for people who face eviction because they can not pay their rent ."	"---"	"22538818"
"319"	"3587755_v0.0.0"	"19861128"	"1986"	"11"	"28"	"USABUSCOP"	"USA"	"BUS"	"COP"	"---PPL"	""	""	"PPL"	"182"	"18"	"4"	"-9.5"	"SECURITY_SERVICES,1"	"41.55753"	"-89.46093"	"Ohio"	""	"USA"	""	"5e29e62836b9743750f3c2b9_0"	"---"	"NYT"	"Five people were injured Wednesday in a confrontation between the police and steelworkers at the USX Corporation 's plant in Lorain , Ohio , one of two protests in which 85 demonstrators were arrested ."	"---"	"22773336"
"320"	"3587756_v0.0.0"	"20010720"	"2001"	"07"	"20"	"ITA"	"ITA"	""	""	"FRA"	"FRA"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"321"	"3587757_v0.0.0"	"20040129"	"2004"	"01"	"29"	"PSECOP"	"PSE"	"COP"	""	"ISR"	"ISR"	""	""	"030"	"03"	"1"	"4.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c32c_38"	"---"	"NYT"	"Palestinian security officers often took part in attacks on Israelis , the Israeli Army says ."	"---"	"23972465"
"322"	"3587758_v0.0.0"	"20020811"	"2002"	"08"	"11"	"GBR"	"GBR"	""	""	"---MIL"	""	"MIL"	""	"173"	"17"	"4"	"-5.0"	""	"54.5"	"-6.5"	"Northern Ireland"	"Northern Ireland"	"GBR"	""	"5e29e62836b9743750f3c315_21"	"---"	"NYT"	"During `` the troubles '' in Northern Ireland in the 1970 's and 1980 's , the British detained hundreds of Catholic and Protestant paramilitaries , held them for varying periods and then convicted them in trials without juries ."	"---"	"23878733"
"323"	"3587759_v0.0.0"	"20020506"	"2002"	"05"	"06"	"ISR"	"ISR"	""	""	"PSE"	"PSE"	""	""	"064"	"06"	"2"	"7.0"	"TERROR,1"	"31.5"	"34.75"	"State of Israel"	""	"ISR"	""	"5e29e62836b9743750f3c318_20"	"---"	"NYT"	"Israeli officials released documents again today showing that Mr. Arafat approved payments to lists of Fatah members that included men who later carried out terror attacks ."	"---"	"23885794"
"324"	"3587760_v0.0.0"	"20031006"	"2003"	"10"	"06"	"PSE"	"PSE"	""	""	"ISRPPL"	"ISR"	""	"PPL"	"1831"	"18"	"4"	"-10.0"	"SUICIDE_ATTACK,1"	"31.5"	"34.75"	"State of Israel"	""	"ISR"	""	"5e29e62836b9743750f3c321_2"	"---"	"NYT"	"The move by Mr. Arafat came a day after a Palestinian suicide bomber killed 19 people in northern Israel ."	"---"	"23932147"
"325"	"3587761_v0.0.0"	"19880502"	"1988"	"05"	"02"	"---OPP"	""	"OPP"	""	"POL"	"POL"	""	""	"110"	"11"	"3"	"-2.0"	"LABOR_UNIONS,1;SECURITY_SERVICES,1"	"54.35205"	"18.64637"	"Gdańsk"	"Województwo Pomorskie"	"POL"	""	"5e29e62836b9743750f3c2ca_1"	"---"	"NYT"	"About 500 people clashed with the police in the northern city of Gdansk today , and official May Day parades in several other Polish cities were countered by demonstrators bearing banners of the banned Solidarity trade union ."	"---"	"22925384"
"326"	"3587762_v0.0.0"	"19811104"	"1981"	"11"	"04"	"JORGOV"	"JOR"	"GOV"	""	"USAGOV"	"USA"	"GOV"	""	"042"	"04"	"1"	"1.9"	""	"47.50012"	"-120.50147"	"Washington"	"Washington"	"USA"	""	"5e29e62836b9743750f3c291_25"	"---"	"NYT"	"King Hussein concluded talks with President Reagan and said he was more confident about the future than after any of his many other visits to Washington ."	"---"	"22392908"
"327"	"3587763_v0.0.0"	"20010720"	"2001"	"07"	"20"	"JPN"	"JPN"	""	""	"ITA"	"ITA"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"328"	"3587764_v0.0.0"	"20010720"	"2001"	"07"	"20"	"USA"	"USA"	""	""	"FRA"	"FRA"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"329"	"3587765_v0.0.0"	"20041115"	"2004"	"11"	"15"	"IRQOCCGOV"	"IRQ"	""	"OCC;GOV"	"USAMIL"	"USA"	"MIL"	""	"150"	"15"	"4"	"-7.2"	"SECURITY_SERVICES,1"	"36.335"	"43.11889"	"Mosul"	"Muḩāfaz̧at Nīnawá"	"IRQ"	""	"5e29e62836b9743750f3c32f_37"	"---"	"NYT"	"Duraid Kashmoula , the governor of Mosul 's province , Nineveh , remained in control of the provincial headquarters , protected by American soldiers and Iraqi national guardsmen ."	"---"	"23989893"
"330"	"3587766_v0.0.0"	"20030707"	"2003"	"07"	"07"	"ISR"	"ISR"	""	""	"---GOV"	""	"GOV"	""	"100"	"10"	"3"	"-5.0"	"TERROR,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c323_8"	"---"	"NYT"	"Outside the prime minister 's office , Israelis who had lost family members in terror attacks held up posters of those killed and demanded that Mr. Sharon 's government keep closed the jail cells of Palestinians convicted of violence ."	"---"	"23941399"
"331"	"3587767_v0.0.0"	"20050713"	"2005"	"07"	"13"	"ISR"	"ISR"	""	""	"PSEGOV"	"PSE"	"GOV"	""	"111"	"11"	"3"	"-2.0"	""	"31.5"	"34.75"	"State of Israel"	""	"ISR"	""	"5e29e62836b9743750f3c345_39"	"---"	"NYT"	"But Israel has criticized the Palestinian Authority for not forcefully breaking up the armed factions , as demanded by the current Middle East peace plan ."	"---"	"24054078"
"332"	"3587768_v0.0.0"	"20020403"	"2002"	"04"	"03"	"PSE"	"PSE"	""	""	"PSE"	"PSE"	""	""	"183"	"18"	"4"	"-10.0"	"CHECKPOINT,1;SUICIDE_ATTACK,2"	"31.66667"	"35.25"	"West Bank"	"West Bank"	"PSE"	""	"5e29e62836b9743750f3c31c_11"	"---"	"NYT"	"The Israeli offensive did not deter a campaign of suicide bombings , and in the seventh attack in seven days , a Palestinian bomber blew himself up near a military checkpoint on the border between the West Bank and Israel ."	"---"	"23889779"
"333"	"3587769_v0.0.0"	"19960926"	"1996"	"09"	"26"	"ISRCOPMIL"	"ISR"	"COP"	"MIL"	"ISROPP"	"ISR"	"OPP"	""	"190"	"19"	"4"	"-10.0"	"SECURITY_SERVICES,1"	"33.5102"	"36.29128"	"Damascus"	""	"SYR"	""	"5e29e62836b9743750f3c2de_22"	"---"	"NYT"	"Then this morning , while Mr. Olmert jauntily led a group of foreign correspondents through the tunnel and declared the new entrance `` a great present for humanity , '' a large force of Israeli police and border troops was already skirmishing with protesters in Arab East Jerusalem and at the Damascus Gate to the Old City ."	"---"	"23498517"
"334"	"3587770_v0.0.0"	"20010720"	"2001"	"07"	"20"	"DEU"	"DEU"	""	""	"FRA"	"FRA"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"335"	"3587771_v0.0.0"	"20040506"	"2004"	"05"	"06"	"---MIL"	""	"MIL"	""	"USA"	"USA"	""	""	"040"	"04"	"1"	"1.0"	""	"33.34058"	"44.40088"	"Baghdad"	""	"IRQ"	""	"5e29e62836b9743750f3c32a_26"	"---"	"NYT"	"Col. Peter Mansoor of the First Armored Division , which moved into this region from Baghdad after its tour was extended , said city leaders met with American officers on Sunday and `` made it very clear they do not want this to look like Falluja . ''"	"---"	"23971704"
"336"	"3587772_v0.0.0"	"19860320"	"1986"	"03"	"20"	"CHLGOVHRI"	"CHL"	"GOV"	"HRI"	"CHLGOVHRI"	"CHL"	"GOV"	"HRI"	"090"	"09"	"3"	"-2.0"	"HUMAN_RIGHTS,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c2b5_24"	"---"	"NYT"	"For example , Maximo Pacheco , the acting president of the Chilean Human Rights Commission , can , although with difficulty , investigate Government abuses and compile statistics on them ."	"---"	"22745591"
"337"	"3587773_v0.0.0"	"20051114"	"2005"	"11"	"14"	"---GOV"	""	"GOV"	""	"---MEDCVL"	""	"MED"	"CVL"	"171"	"17"	"4"	"-9.2"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c349_39"	"---"	"NYT"	"Other journalists have gone into hiding , and the authorities took into custody two journalists ' mothers as a pressure tactic ."	"---"	"24070997"
"338"	"3587774_v0.0.0"	"20011230"	"2001"	"12"	"30"	"AFGMILSPY"	"AFG"	"MIL"	"SPY"	"IMGMUSALQ"	"IMG"	""	"MUS;ALQ"	"060"	"06"	"2"	"6.0"	""	"33.0"	"66.0"	"Islamic Republic of Afghanistan"	""	"AFG"	""	"5e29e62836b9743750f3c307_338"	"---"	"NYT"	"Unarmed spy plane over Afghanistan provides video of bin Laden and aides ; C.I.A. presses for adding a missile ."	"---"	"23810040"
"339"	"3587775_v0.0.0"	"19970305"	"1997"	"03"	"05"	"USALEG"	"USA"	""	"LEG"	"USAGOVLEG"	"USA"	"GOV"	"LEG"	"030"	"03"	"1"	"4.0"	""	"38.50038"	"-80.50009"	"West Virginia"	"West Virginia"	"USA"	""	"5e29e62836b9743750f3c2e7_9"	"---"	"NYT"	"Senator Robert C. Byrd of West Virginia , the senior Democrat in the Senate , said the amendment `` would rudely disrupt the carefully balanced powers of the three branches , so assiduously planned by the framers ."	"---"	"23576016"
"340"	"3587776_v0.0.0"	"19891204"	"1989"	"12"	"04"	"---GOV"	""	"GOV"	""	"CHNGOV"	"CHN"	"GOV"	""	"050"	"05"	"1"	"3.5"	"STUDENTS,1"	"35.0"	"105.0"	"People’s Republic of China"	""	"CHN"	""	"5e29e62836b9743750f3c2d0_3"	"---"	"NYT"	"Their own repressive Government supported the Chinese authorities , thwarting any chance of a student show of solidarity ."	"---"	"22962052"
"341"	"3587777_v0.0.0"	"20040408"	"2004"	"04"	"08"	"IRQOCC"	"IRQ"	""	"OCC"	"IRQOCC"	"IRQ"	""	"OCC"	"173"	"17"	"4"	"-5.0"	""	"33.34913"	"43.78599"	"Al Fallūjah"	"Muḩāfaz̧at al Anbār"	"IRQ"	""	"5e29e62836b9743750f3c336_65"	"---"	"NYT"	"-LRB- Photo by Maurizio Gambarini/European Pressphoto Agency -RRB- ; FALLUJA -- U.S. marines detained a hooded Iraqi who was put in a pit normally used by car mechanics ."	"---"	"24011196"
"342"	"3587778_v0.0.0"	"20041115"	"2004"	"11"	"15"	"USAMIL"	"USA"	"MIL"	""	"USA"	"USA"	""	""	"010"	"01"	"0"	"0.0"	"SECURITY_SERVICES,1"	"36.37913"	"42.44806"	"Tall ‘Afar"	"Muḩāfaz̧at Nīnawá"	"IRQ"	""	"5e29e62836b9743750f3c32f_14"	"---"	"NYT"	"American soldiers battled an insurgent uprising in Tal Afar in early September.The attacks in northern Iraq underscore a growing problem for American forces -- namely , that battlefield victories can be quickly undermined after the Americans leave and weaker Iraqi security forces are left to hold the area ."	"---"	"23989893"
"343"	"3587779_v0.0.0"	"20051026"	"2005"	"10"	"26"	"IRQOCC"	"IRQ"	""	"OCC"	"---HLH"	""	""	"HLH"	"183"	"18"	"4"	"-10.0"	"IED,1"	"36.37913"	"42.44806"	"Tall ‘Afar"	"Muḩāfaz̧at Nīnawá"	"IRQ"	""	"5e29e62836b9743750f3c346_89"	"---"	"NYT"	"But on Sept. 5 , Specialist Williams , a 20-year old medic , was killed by a roadside bomb in Tal Afar , Iraq ."	"---"	"24068728"
"344"	"3587780_v0.0.0"	"20060118"	"2006"	"01"	"18"	"MED"	""	""	""	"---CRM"	""	"CRM"	""	"020"	"02"	"0"	"3.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c337_3"	"---"	"NYT"	"Al Jazeera said she had asked the kidnappers to have pity and release her ."	"---"	"24022493"
"345"	"3587781_v0.0.0"	"20041115"	"2004"	"11"	"15"	"USA"	"USA"	""	""	"SYR"	"SYR"	""	""	"190"	"19"	"4"	"-10.0"	""	"36.335"	"43.11889"	"Mosul"	"Muḩāfaz̧at Nīnawá"	"IRQ"	""	"5e29e62836b9743750f3c32f_0"	"---"	"NYT"	"Pitched battles erupted between insurgents and American and Iraqi forces on Sunday in the northern city of Mosul , and American armored vehicles encircled a town near the Syrian border where the revolt had spread , prompting residents to flee ."	"---"	"23989893"
"346"	"3587782_v0.0.0"	"19880208"	"1988"	"02"	"08"	"---PPL"	""	""	"PPL"	"---JUD"	""	"JUD"	""	"190"	"19"	"4"	"-10.0"	""	"35.50069"	"-80.00032"	"North Carolina"	"North Carolina"	"USA"	""	"5e29e62836b9743750f3c2c6_19"	"---"	"NYT"	"And few justice systems are dominated by one man the way Robeson County 's is by District Attorney Joe Freeman Britt , a tall , flamboyant prosecutor who has been listed in the Guinness Book of World Records as the `` deadliest prosecutor . ''"	"---"	"22900810"
"347"	"3587783_v0.0.0"	"19801227"	"1980"	"12"	"27"	"IND"	"IND"	""	""	"---AGR"	""	""	"AGR"	"042"	"04"	"1"	"1.9"	"AGRICULTURE,1"	"11.0"	"78.33333"	"State of Tamil Nādu"	"State of Tamil Nādu"	"IND"	""	"5e29e62836b9743750f3c28b_29"	"---"	"NYT"	"Similar agitation in Tamil Nadu , in southern India , has led to the arrest of several thousand farmers this week ."	"---"	"22356554"
"348"	"3587784_v0.0.0"	"19851112"	"1985"	"11"	"12"	"KORLEG"	"KOR"	""	"LEG"	"---COP"	""	"COP"	""	"010"	"01"	"0"	"0.0"	"HUMAN_RIGHTS,1;SECURITY_SERVICES,1"	"37.566"	"126.9784"	"Seoul"	"Seoul"	"KOR"	""	"5e29e62836b9743750f3c2af_3"	"---"	"NYT"	"The human rights committee of the National Council of Churches in Seoul said that the police kept about 10 people from the rally ."	"---"	"22703599"
"349"	"3587785_v0.0.0"	"20010720"	"2001"	"07"	"20"	"FRA"	"FRA"	""	""	"ITA"	"ITA"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"350"	"3587786_v0.0.0"	"20030707"	"2003"	"07"	"07"	"ISRGOV"	"ISR"	"GOV"	""	"---GOV"	""	"GOV"	""	"010"	"01"	"0"	"0.0"	""	"31.5"	"34.75"	"State of Israel"	""	"ISR"	""	"5e29e62836b9743750f3c323_20"	"---"	"NYT"	"`` We have an interest in seeing that the new Palestinian government is strong , '' Avraham Poraz , Israel 's interior minister , said after the cabinet meeting ."	"---"	"23941399"
"351"	"3587787_v0.0.0"	"19970910"	"1997"	"09"	"10"	"PSEREBHMSCOP"	"PSE"	"REB"	"HMS;COP"	"PSECOP"	"PSE"	"COP"	""	"173"	"17"	"4"	"-5.0"	"NAMED_TERROR_GROUP,1;SECURITY_SERVICES,1"	"31.5"	"34.46667"	"Gaza"	"Gaza Strip"	"PSE"	""	"5e29e62836b9743750f3c2e3_3"	"---"	"NYT"	"Hamas members and a Palestinian security officer in Gaza said that the police had rounded up as many as 200 members of the movement for questioning overnight Monday and that 50 to 100 of them had been jailed ."	"---"	"23547196"
"352"	"3587788_v0.0.0"	"20010720"	"2001"	"07"	"20"	"JPN"	"JPN"	""	""	"FRA"	"FRA"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"353"	"3587789_v0.0.0"	"20050301"	"2005"	"03"	"01"	"---REB"	""	"REB"	""	"---COP"	""	"COP"	""	"190"	"19"	"4"	"-10.0"	"SECURITY_SERVICES,1"	"36.335"	"43.11889"	"Mosul"	"Muḩāfaz̧at Nīnawá"	"IRQ"	""	"5e29e62836b9743750f3c33a_35"	"---"	"NYT"	"In the northern city of Mosul , two police officers were killed in heavy clashes with insurgents Monday morning in the city 's volatile eastern area , witnesses said ."	"---"	"24033916"
"354"	"3587790_v0.0.0"	"19860928"	"1986"	"09"	"28"	"---UAF"	""	""	"UAF"	"USA"	"USA"	""	""	"171"	"17"	"4"	"-9.2"	""	"24.9056"	"67.0822"	"Karachi"	"Sindh"	"PAK"	""	"5e29e62836b9743750f3c2ba_29"	"---"	"NYT"	"Also in early September , armed gunmen seized a Pan American World Airways flight in Karachi , Pakistan , and took the passengers hostage ."	"---"	"22779688"
"355"	"3587791_v0.0.0"	"20040408"	"2004"	"04"	"08"	"USA"	"USA"	""	""	"IRQOCCCVLMIL"	"IRQ"	""	"OCC;CVL;MIL"	"090"	"09"	"3"	"-2.0"	""	"33.34058"	"44.40088"	"Baghdad"	""	"IRQ"	""	"5e29e62836b9743750f3c336_81"	"---"	"NYT"	"DAY OF FIGHTING : S , M , T , W PATROLS CONTINUE Baghdad -- After fierce fighting over the weekend , U.S. forces are combing the northeastern neighborhood of Sadr City looking for members of the Mr. Sadr 's Mahdi Army ; one soldier was killed in a rocket-propelled-grenade attack on a U.S. convoy on Wednesday ."	"---"	"24011196"
"356"	"3587792_v0.0.0"	"19870829"	"1987"	"08"	"29"	"---COP"	""	"COP"	""	"---COP"	""	"COP"	""	"010"	"01"	"0"	"0.0"	"SECURITY_SERVICES,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c2c3_9"	"---"	"NYT"	"The police said they were holding more than 70 people suspected of inciting labor disputes , and were investigating a total of 1,618 people for such offenses ."	"---"	"22838434"
"357"	"3587793_v0.0.0"	"20050301"	"2005"	"03"	"01"	"---GOV"	""	"GOV"	""	"IRQOCC"	"IRQ"	""	"OCC"	"010"	"01"	"0"	"0.0"	""	"33.34058"	"44.40088"	"Baghdad"	"Muḩāfaz̧at Baghdād"	"IRQ"	""	"5e29e62836b9743750f3c33a_10"	"---"	"NYT"	"Indeed , the deadliness of the attacks appears to have increased recently , Interior Minister Falah al-Naqib said Monday at a news conference in Baghdad ."	"---"	"24033916"
"358"	"3587794_v0.0.0"	"20020203"	"2002"	"02"	"03"	"---COP"	""	"COP"	""	"---OPP"	""	"OPP"	""	"190"	"19"	"4"	"-10.0"	"SECURITY_SERVICES,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c31e_59"	"---"	"NYT"	"The protesters clapped , sang and beat on drums , and were then surrounded by the police ."	"---"	"23897044"
"359"	"3587795_v0.0.0"	"20041216"	"2004"	"12"	"16"	"---MUSUAF"	""	""	"MUS;UAF"	"TURCVL"	"TUR"	"CVL"	""	"190"	"19"	"4"	"-10.0"	""	"33.0"	"66.0"	"Islamic Republic of Afghanistan"	""	"AFG"	""	"5e29e62836b9743750f3c32e_0"	"---"	"NYT"	"A Turkish construction engineer has been kidnapped and killed by suspected Islamic militants opposed to the international reconstruction effort in Afghanistan , government officials said Wednesday ."	"---"	"23986191"
"360"	"3587796_v0.0.0"	"20050713"	"2005"	"07"	"13"	"ISRMIL"	"ISR"	"MIL"	""	"---MUS"	""	""	"MUS"	"190"	"19"	"4"	"-10.0"	"NAMED_TERROR_GROUP,1"	"31.66667"	"35.25"	"West Bank"	"West Bank"	"PSE"	""	"5e29e62836b9743750f3c345_47"	"---"	"NYT"	"After the February attack , Israeli troops carried out arrest raids in the West Bank and soldiers killed a member of Islamic Jihad who was suspected of being involved ."	"---"	"24054078"
"361"	"3587797_v0.0.0"	"19830512"	"1983"	"05"	"12"	"---EDU"	""	"EDU"	""	"---GOV"	""	"GOV"	""	"192"	"19"	"4"	"-9.5"	"STUDENTS,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c299_20"	"---"	"NYT"	"Another group of students occupied the Government 's High Authority for Audio-Visual Communication , which regulates broadcasting , to protest the law ."	"---"	"22561249"
"362"	"3587798_v0.0.0"	"20040601"	"2004"	"06"	"01"	"---MED"	""	"MED"	""	"---PPL"	""	""	"PPL"	"190"	"19"	"4"	"-10.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c333_2"	"---"	"NYT"	"At least two people were killed in the rioting , local news media reported ."	"---"	"24006322"
"363"	"3587799_v0.0.0"	"20020420"	"2002"	"04"	"20"	"IGOUNO"	"IGO"	""	"UNO"	"ISRMIL"	"ISR"	"MIL"	""	"010"	"01"	"0"	"0.0"	""	"52.69647"	"15.09796"	"Jenin"	"Województwo Lubuskie"	"POL"	""	"5e29e62836b9743750f3c312_2"	"---"	"NYT"	"The United Nations Security Council unanimously approved a resolution supporting a mission to gather information on the Israeli military action in Jenin ."	"---"	"23862466"
"364"	"3587800_v0.0.0"	"20050301"	"2005"	"03"	"01"	"---COP"	""	"COP"	""	"---PPL"	""	""	"PPL"	"173"	"17"	"4"	"-5.0"	"SECURITY_SERVICES,1"	"32.46367"	"44.41963"	"Al Ḩillah"	"Muḩāfaz̧at Bābil"	"IRQ"	""	"5e29e62836b9743750f3c33a_12"	"---"	"NYT"	"Police officials in Babil Province , where Hilla is situated , said several people had been arrested in connection with the bombing , but provided no further details , The Associated Press reported ."	"---"	"24033916"
