aid,code,text,bad
22556306,145,"Demonstrations were also held by students, human rights groups and some professional associations.\n\n\n\nIn one of the most violent clashes, students took over a campus of the University of Chile here, but as they sought to move onto surrounding streets club-swinging policemen attacked them.",0
22579827,145,"""Tens of thousands of opponents and supporters of the Pakistani Government of President Mohammad Zia ul-Haq clashed in Karachi today during a protest march.\n\nAbout 20,000 people turned out for the protest on the 36th anniversary of Pakistan's independence.",0
22579827,145,"The police fired tear gas after some of the estimated 10,000 Government supporters began throwing stones at the protesters.",0
22579827,145,"The police fired tear gas after some of the estimated 10,000 Government supporters began throwing stones at the protesters.",0
22585017,145,"Earlier today, Israeli troops killed a demonstrator in southern Lebanon as Shiite Moslems in some parts of the country protested over Friday's clashes between the Lebanese Army and Shiites in Beirut.\n\n\nAn Israeli military spokesman said the man who was killed was with protesters blocking roads in central Tire.",0
22588381,145,"Some 300,000 peddlers compete for space and clients on sidewalks and pavements, garbage stands uncollected on open lots, and stones and burning embers testify to the almost-daily clashes between the police and striking workers who gather to protest near the Presidential Palace.\n\n\nInevitably, some Peruvians are already predicting a new military takeover to restore order, but a foreign diplomat said, ''The military has no answers of its own.''",0
22596299,145,The township seemed tense by late afternoon but later erupted into renewed clashes between the police and demonstrators.,0
22612570,145,They burned tires and tore away security barriers.,0
22612570,145,"""Farmers blocked roads across France today with tractors, burning tires and straw, demanding higher prices for their produce and protesting cuts in milk production.\nThe farmers set up roadblocks in Paris and in the north, east and southwest regions of France using tactics adopted by truck drivers last month during a week long blockade of French roads.\nThe farmers parked tractors across roads,",0
22616140,145,"""An crowd of about 600 miners protesting job cuts today confronted Ian MacGregor, chairman of Britain's state-run coal industry, and he fell over a fence in a scuffle.",0
22622142,145,\nToday's council action came three days after a young women set herself on fire in a downtown bookstore to protest pornography.,0
22627485,145,"""A six- member jury convicted a Georgia man Thursday of burning a United States flag while the Republican National Convention was here last summer and sentenced him to a year in jail and a $2,000 fine, the maximum punishment.\n\nThe man, Gregory L. Johnson, an avowed Communist revolutionary from Atlanta, was found guilty of desecrating a venerated object, a misdemeanor.",0
22630981,145,"Early today, policemen broke through a wall and arrested 264 students.\n\nOn Wednesday night, demonstrators threw stones at the party building in the center of Seoul and smashed furniture, demanding an interview with the party chairman and calling for a free press, full labor rights, an end to interference by the Government in campus activities and the lifting of a ban that bars 99 people from politics until 1988.",0
22642712,145,"""After three nights of riots, thousands of Protestants marched through Belfast today to protest what they said was police brutality against suspected Loyalist guerrillas and to demand an end to police use of informers.\nPolicemen wearing bulletproof vests and carrying automatic weapons lined the streets as more than 20 bands led marchers past shops burned out in the rioting.",0
22665219,145," who were demanding the release of an arrested Pashtoon politician, pelted the soldiers with stones, witnesses said.\n\n\nThe violence was the latest outburst of unrest between the Pashtoons and the Urdu-speaking Biharis in the slum areas of western Karachi.\nAbout 50 protesters were detained for demanding the release of Mir Nawab, a local municipal councilor arrested last month on charges of inciting fellow Pashtoons to fight Biharis, the Pashtoons said.""",0
22666476,145,"""About 200 students from Chonnam University in Kwangju burned a car today during a demonstration against the detention of nine student leaders, witnesses said.",0
22666736,145,"""Students demonstrated throughout South Korea today, often fighting with the police, on the fifth anniversary of an uprising against martial law in which nearly 200 people were killed.\nA total of 27 universities and colleges in the capital were reportedly involved.\nThe most serious clash occurred at Seoul National University.",0
22666736,145,"""Students demonstrated throughout South Korea today, often fighting with the police, on the fifth anniversary of an uprising against martial law in which nearly 200 people were killed.\nA total of 27 universities and colleges in the capital were reportedly involved.\nThe most serious clash occurred at Seoul National University.",0
22667408,145," and a student activist, Donald Glassey, the group's most serious clash with police occured in August 1978 when Mayor Frank L. Rizzo ended months of negotiations by ordering the police to storm the house that was the group's headquarters at that time.\n\n\nDuring the ensuing shootout then, which lasted several minutes, Officer James Ramp Sr. was shot in the neck and killed.",0
22682228,145,"\nWhisky Bottles Smashed &lt;break/&gt;\n\nThe crowd in Sidon today, led by the Party of God, staged a rally in front of the main mosque and rounded out the day by burning three bars and smashing whisky bottles in several stores, according to reports reaching the capitol.\nThey tore down portraits of President Gemayel and Lebanese flags that had been put up for his visit.",0
22577146,1412,".\n\nSolidarity Day I was proclaimed by the A.F.L.-C.I.O. on Sept. 19, 1981, when 400,000 unionists marched in Washington to protest President Reagan's policies.",0
22577146,1412,".\n\nSolidarity Day I was proclaimed by the A.F.L.-C.I.O. on Sept. 19, 1981, when 400,000 unionists marched in Washington to protest President Reagan's policies.",0
